Applicant_ID,Income,Debt,EMI_Ratio,Late_Payments,Employment,CreditScore,DTI_Ratio,Risk,LoanStatus
A0830,52098,30451,45,5,SelfEmployed,300,0.58,High,Rejected
A0831,66364,39584,46,3,SelfEmployed,300,0.6,High,Rejected
A0832,27254,16788,69,3,SelfEmployed,300,0.62,High,Rejected
A0833,23724,26307,31,1,SelfEmployed,300,1.11,High,Rejected
A0834,23288,56410,70,2,Salaried,300,2.42,High,Rejected
A0835,28732,53724,20,5,SelfEmployed,300,1.87,High,Rejected
A0836,96317,47347,21,3,Salaried,438,0.49,High,Rejected
A0837,60853,64269,58,3,Salaried,300,1.06,High,Rejected
A0838,72019,69298,20,4,Salaried,300,0.96,High,Rejected
A0839,76086,28388,57,0,SelfEmployed,481,0.37,High,Rejected
A0840,92213,46954,34,3,SelfEmployed,390,0.51,High,Rejected
A0841,54522,78236,63,3,SelfEmployed,300,1.43,High,Rejected
A0842,24493,54365,65,5,SelfEmployed,300,2.22,High,Rejected
A0843,61682,62218,30,1,Salaried,300,1.01,High,Rejected
A0844,56950,60810,17,1,Salaried,300,1.07,High,Rejected
A0845,27209,33861,53,2,SelfEmployed,300,1.24,High,Rejected
A0846,28472,7550,29,3,SelfEmployed,300,0.27,High,Rejected
A0847,24702,1723,32,3,SelfEmployed,300,0.07,High,Rejected
A0848,81710,69709,32,2,SelfEmployed,325,0.85,High,Rejected
A0849,61962,61229,18,0,SelfEmployed,309,0.99,High,Rejected
A0850,91620,72687,40,3,SelfEmployed,331,0.79,High,Rejected
A0851,93557,76270,58,1,SelfEmployed,414,0.82,High,Rejected
A0852,58264,54106,56,4,Salaried,300,0.93,High,Rejected
A0853,45445,16343,17,0,Salaried,407,0.36,High,Rejected
A0854,57390,17584,25,2,SelfEmployed,349,0.31,High,Rejected
A0855,61313,29692,29,5,SelfEmployed,300,0.48,High,Rejected
A0856,26878,11813,36,2,Salaried,300,0.44,High,Rejected
A0857,48359,20541,10,2,SelfEmployed,300,0.42,High,Rejected
A0858,97850,6279,48,5,Salaried,449,0.06,High,Rejected
A0859,21903,18365,38,4,Salaried,300,0.84,High,Rejected
A0860,76982,38291,53,5,SelfEmployed,300,0.5,High,Rejected
A0861,96600,67357,33,4,SelfEmployed,328,0.7,High,Rejected
A0862,84425,19317,19,5,SelfEmployed,339,0.23,High,Rejected
A0863,55393,50361,20,3,SelfEmployed,300,0.91,High,Rejected
A0864,63361,61841,63,4,Salaried,300,0.98,High,Rejected
A0865,79708,25628,64,4,SelfEmployed,344,0.32,High,Rejected
A0866,63406,59795,36,0,SelfEmployed,323,0.94,High,Rejected
A0867,75882,72695,15,5,SelfEmployed,300,0.96,High,Rejected
A0868,34513,65592,43,4,SelfEmployed,300,1.9,High,Rejected
A0869,95551,52553,69,4,SelfEmployed,354,0.55,High,Rejected
A0870,92820,70744,38,0,SelfEmployed,462,0.76,High,Rejected
A0871,88990,14346,17,2,SelfEmployed,489,0.16,High,Rejected
A0872,24818,42165,38,1,SelfEmployed,300,1.7,High,Rejected
A0873,66518,25023,42,3,SelfEmployed,327,0.38,High,Rejected
A0874,96719,49256,26,4,Salaried,396,0.51,High,Rejected
A0875,27642,624,15,0,SelfEmployed,382,0.02,High,Rejected
A0876,25183,8770,66,3,Salaried,300,0.35,High,Rejected
A0877,93106,45092,47,2,SelfEmployed,439,0.48,High,Rejected
A0878,96937,21587,47,3,Salaried,494,0.22,High,Rejected
A0879,22670,79297,69,3,Salaried,300,3.5,High,Rejected
A0880,54028,37510,56,4,Salaried,300,0.69,High,Rejected
A0881,22913,5517,22,2,Salaried,300,0.24,High,Rejected
A0882,27274,26175,35,1,SelfEmployed,300,0.96,High,Rejected
A0883,76082,18215,43,1,Salaried,498,0.24,High,Rejected
A0884,88548,47953,54,4,Salaried,361,0.54,High,Rejected
A0885,64693,51169,31,4,SelfEmployed,300,0.79,High,Rejected
A0886,43497,30953,27,3,Salaried,300,0.71,High,Rejected
A0887,24804,48497,10,3,Salaried,300,1.96,High,Rejected
A0888,23552,47759,27,1,SelfEmployed,300,2.03,High,Rejected
A0889,30047,4016,16,5,SelfEmployed,300,0.13,High,Rejected
A0890,80472,61174,50,3,Salaried,329,0.76,High,Rejected
A0891,58546,10206,39,5,Salaried,300,0.17,High,Rejected
A0892,38121,57387,30,3,SelfEmployed,300,1.51,High,Rejected
A0893,61142,19772,12,3,SelfEmployed,319,0.32,High,Rejected
A0894,61976,61124,66,0,SelfEmployed,309,0.99,High,Rejected
A0895,21669,66821,30,0,Salaried,300,3.08,High,Rejected
A0896,97217,48366,37,4,Salaried,400,0.5,High,Rejected
A0897,99991,58447,66,3,Salaried,433,0.58,High,Rejected
A0898,70096,63968,63,3,SelfEmployed,300,0.91,High,Rejected
A0899,77475,15097,24,4,SelfEmployed,362,0.19,High,Rejected
A0900,41122,39685,61,2,SelfEmployed,300,0.97,High,Rejected
A0901,79425,30511,45,4,SelfEmployed,331,0.38,High,Rejected
A0902,23839,74881,36,2,Salaried,300,3.14,High,Rejected
A0903,69752,48216,15,0,SelfEmployed,395,0.69,High,Rejected
A0904,47347,13118,55,3,Salaried,310,0.28,High,Rejected
A0905,82026,12942,18,5,Salaried,375,0.16,High,Rejected
A0906,64269,50165,63,4,SelfEmployed,300,0.78,High,Rejected
A0907,56925,54629,27,3,Salaried,300,0.96,High,Rejected
A0908,83125,6647,66,3,SelfEmployed,444,0.08,High,Rejected
A0909,55032,17222,61,4,Salaried,300,0.31,High,Rejected
A0910,94557,25931,47,5,SelfEmployed,366,0.27,High,Rejected
A0911,99483,5856,58,0,SelfEmployed,626,0.06,Medium,Approved
A0912,35800,58075,50,4,Salaried,300,1.62,High,Rejected
A0913,38743,33262,57,2,SelfEmployed,300,0.86,High,Rejected
A0914,51596,27081,52,0,Salaried,395,0.52,High,Rejected
A0915,33635,13379,36,2,Salaried,300,0.4,High,Rejected
A0916,73219,70302,19,1,Salaried,344,0.96,High,Rejected
A0917,78979,55986,45,4,Salaried,300,0.71,High,Rejected
A0918,64744,58549,36,2,SelfEmployed,300,0.9,High,Rejected
A0919,23327,1795,47,5,Salaried,300,0.08,High,Rejected
A0920,87728,64884,12,0,Salaried,479,0.74,High,Rejected
A0921,65048,43311,57,5,SelfEmployed,300,0.67,High,Rejected
A0922,59887,36544,13,1,SelfEmployed,337,0.61,High,Rejected
A0923,91549,20623,64,0,SelfEmployed,565,0.23,High,Rejected
A0924,48980,37454,46,2,Salaried,300,0.76,High,Rejected
A0925,76780,54495,68,3,Salaried,326,0.71,High,Rejected
A0926,75559,2772,42,1,SelfEmployed,507,0.04,High,Rejected
A0927,72461,15693,25,1,Salaried,490,0.22,High,Rejected
A0928,95326,76380,46,0,SelfEmployed,463,0.8,High,Rejected
A0929,99906,1745,37,2,SelfEmployed,556,0.02,High,Rejected
A0930,66055,706,23,4,SelfEmployed,359,0.01,High,Rejected
A0931,23002,47255,50,2,Salaried,300,2.05,High,Rejected
A0932,92019,78142,25,2,Salaried,392,0.85,High,Rejected
A0933,35307,79677,16,5,SelfEmployed,300,2.26,High,Rejected
A0934,34691,10760,37,1,Salaried,339,0.31,High,Rejected
A0935,98970,1895,45,1,Salaried,622,0.02,Medium,Approved
A0936,66352,37948,69,0,Salaried,437,0.57,High,Rejected
A0937,81185,70999,12,1,SelfEmployed,359,0.87,High,Rejected
A0938,50821,39511,67,1,SelfEmployed,300,0.78,High,Rejected
A0939,42320,46660,42,1,Salaried,300,1.1,High,Rejected
A0940,40596,67456,36,3,SelfEmployed,300,1.66,High,Rejected
A0941,56926,78445,29,5,SelfEmployed,300,1.38,High,Rejected
A0942,82541,66395,22,4,Salaried,300,0.8,High,Rejected
A0943,83355,47155,33,2,Salaried,418,0.57,High,Rejected
A0944,28501,72149,24,3,Salaried,300,2.53,High,Rejected
A0945,50086,21441,23,5,SelfEmployed,300,0.43,High,Rejected
A0946,74928,39150,29,3,Salaried,357,0.52,High,Rejected
A0947,45744,43927,27,5,Salaried,300,0.96,High,Rejected
A0948,94759,60024,61,0,Salaried,524,0.63,High,Rejected
A0949,65076,53021,11,1,SelfEmployed,314,0.81,High,Rejected
A0950,36309,16452,12,2,Salaried,300,0.45,High,Rejected
A0951,38261,29354,25,4,SelfEmployed,300,0.77,High,Rejected
A0952,34543,76373,27,4,SelfEmployed,300,2.21,High,Rejected
A0953,38691,18470,25,0,SelfEmployed,329,0.48,High,Rejected
A0954,40957,32819,49,2,Salaried,300,0.8,High,Rejected
A0955,56649,45553,58,2,SelfEmployed,300,0.8,High,Rejected
A0956,34110,19020,58,4,Salaried,300,0.56,High,Rejected
A0957,83531,72188,43,2,SelfEmployed,329,0.86,High,Rejected
A0958,82797,12072,17,0,Salaried,580,0.15,High,Rejected
A0959,51345,11177,27,0,SelfEmployed,426,0.22,High,Rejected
A0960,22670,27740,55,2,Salaried,300,1.22,High,Rejected
A0961,31591,3027,60,4,SelfEmployed,300,0.1,High,Rejected
A0962,24957,4569,18,4,SelfEmployed,300,0.18,High,Rejected
A0963,27109,26027,47,4,Salaried,300,0.96,High,Rejected
A0964,63454,19603,60,4,SelfEmployed,300,0.31,High,Rejected
A0965,66952,53528,56,2,SelfEmployed,300,0.8,High,Rejected
A0966,38146,73322,11,1,Salaried,300,1.92,High,Rejected
A0967,92405,50765,54,1,Salaried,493,0.55,High,Rejected
A0968,30561,16,55,5,Salaried,300,0.0,High,Rejected
A0969,64852,11858,35,5,Salaried,310,0.18,High,Rejected
A0970,88393,30358,62,1,Salaried,520,0.34,High,Rejected
A0971,58556,20746,57,4,SelfEmployed,300,0.35,High,Rejected
A0972,99772,42508,56,5,SelfEmployed,353,0.43,High,Rejected
A0973,53628,57099,59,2,SelfEmployed,300,1.06,High,Rejected
A0974,63569,72718,68,4,SelfEmployed,300,1.14,High,Rejected
A0975,73233,24459,70,0,SelfEmployed,479,0.33,High,Rejected
A0976,92249,5192,64,5,Salaried,431,0.06,High,Rejected
A0977,45905,27863,68,0,Salaried,359,0.61,High,Rejected
A0978,34379,63823,67,3,Salaried,300,1.86,High,Rejected
A0979,80972,49157,54,4,Salaried,321,0.61,High,Rejected
A0980,64586,33639,15,4,SelfEmployed,300,0.52,High,Rejected
A0981,38290,20920,17,5,Salaried,300,0.55,High,Rejected
A0982,96109,32761,63,4,Salaried,428,0.34,High,Rejected
A0983,31514,421,66,5,SelfEmployed,300,0.01,High,Rejected
A0984,93944,68188,13,0,SelfEmployed,473,0.73,High,Rejected
A0985,29212,24015,68,5,Salaried,300,0.82,High,Rejected
A0986,62249,6271,31,3,Salaried,397,0.1,High,Rejected
A0987,27608,5894,13,2,SelfEmployed,300,0.21,High,Rejected
A0988,42514,41965,36,2,Salaried,300,0.99,High,Rejected
A0989,60661,42428,49,4,SelfEmployed,300,0.7,High,Rejected
A0990,87028,22648,29,0,Salaried,572,0.26,High,Rejected
A0991,62735,40459,30,5,Salaried,300,0.64,High,Rejected
A0992,35680,39056,20,2,SelfEmployed,300,1.09,High,Rejected
A0993,42032,43060,52,3,Salaried,300,1.02,High,Rejected
A0994,82236,34083,37,3,SelfEmployed,374,0.41,High,Rejected
A0995,26263,71731,21,1,SelfEmployed,300,2.73,High,Rejected
A0996,66765,30828,41,2,Salaried,381,0.46,High,Rejected
A0997,59036,59382,29,5,SelfEmployed,300,1.01,High,Rejected
A0998,65272,46272,63,0,SelfEmployed,376,0.71,High,Rejected
A0999,76494,7360,16,3,Salaried,448,0.1,High,Rejected
A1000,77536,5046,12,2,Salaried,498,0.07,High,Rejected
A1001,52344,48511,34,0,SelfEmployed,300,0.93,High,Rejected
A1002,98682,10712,40,1,Salaried,603,0.11,High,Rejected
A1003,51308,57192,52,0,Salaried,300,1.11,High,Rejected
A1004,29555,65635,28,5,Salaried,300,2.22,High,Rejected
A1005,20776,41729,31,2,Salaried,300,2.01,High,Rejected
A1006,36099,79546,36,5,Salaried,300,2.2,High,Rejected
A1007,94713,41130,17,1,Salaried,524,0.43,High,Rejected
A1008,45540,64973,59,0,SelfEmployed,300,1.43,High,Rejected
A1009,74792,23191,49,1,Salaried,479,0.31,High,Rejected
A1010,87413,14670,52,4,SelfEmployed,402,0.17,High,Rejected
A1011,64850,68820,66,5,SelfEmployed,300,1.06,High,Rejected
A1012,66004,59926,59,4,SelfEmployed,300,0.91,High,Rejected
A1013,60498,41984,56,3,Salaried,300,0.69,High,Rejected
A1014,55666,27871,55,1,Salaried,374,0.5,High,Rejected
A1015,73649,43065,67,1,Salaried,420,0.58,High,Rejected
A1016,91142,42736,18,2,Salaried,465,0.47,High,Rejected
A1017,89756,36552,29,0,Salaried,552,0.41,High,Rejected
A1018,99648,78962,41,1,SelfEmployed,440,0.79,High,Rejected
A1019,30196,74350,60,2,SelfEmployed,300,2.46,High,Rejected
A1020,40825,3173,43,0,SelfEmployed,417,0.08,High,Rejected
A1021,22623,77705,52,2,Salaried,300,3.43,High,Rejected
A1022,87637,53076,31,2,Salaried,425,0.61,High,Rejected
A1023,56694,22043,61,5,SelfEmployed,300,0.39,High,Rejected
A1024,41099,38038,39,1,SelfEmployed,300,0.93,High,Rejected
A1025,39927,32693,69,0,SelfEmployed,300,0.82,High,Rejected
A1026,77382,70597,55,3,SelfEmployed,300,0.91,High,Rejected
A1027,79893,49546,63,2,SelfEmployed,365,0.62,High,Rejected
A1028,93619,76299,24,5,Salaried,300,0.81,High,Rejected
A1029,30117,28787,12,0,Salaried,300,0.96,High,Rejected
A1030,65446,60529,21,5,Salaried,300,0.92,High,Rejected
A1031,25261,8202,16,4,SelfEmployed,300,0.32,High,Rejected
A1032,67107,51162,23,5,Salaried,300,0.76,High,Rejected
A1033,86925,72988,47,2,SelfEmployed,346,0.84,High,Rejected
A1034,31182,61689,40,1,SelfEmployed,300,1.98,High,Rejected
A1035,80441,40128,66,2,SelfEmployed,391,0.5,High,Rejected
A1036,42772,12014,18,3,SelfEmployed,300,0.28,High,Rejected
A1037,47132,49003,70,2,Salaried,300,1.04,High,Rejected
A1038,75901,54879,29,5,Salaried,300,0.72,High,Rejected
A1039,24542,35798,30,1,SelfEmployed,300,1.46,High,Rejected
A1040,27820,41594,54,4,Salaried,300,1.5,High,Rejected
A1041,29002,67407,16,3,SelfEmployed,300,2.32,High,Rejected
A1042,29703,18324,56,4,SelfEmployed,300,0.62,High,Rejected
A1043,99161,66139,65,1,SelfEmployed,463,0.67,High,Rejected
A1044,53786,39627,63,4,SelfEmployed,300,0.74,High,Rejected
A1045,70018,54606,41,3,Salaried,300,0.78,High,Rejected
A1046,42394,77829,59,5,SelfEmployed,300,1.84,High,Rejected
A1047,88402,60696,67,0,SelfEmployed,462,0.69,High,Rejected
A1048,48283,44526,27,4,Salaried,300,0.92,High,Rejected
A1049,64875,40288,16,1,SelfEmployed,352,0.62,High,Rejected
A1050,76620,48807,10,1,SelfEmployed,390,0.64,High,Rejected
A1051,37955,15711,24,3,SelfEmployed,300,0.41,High,Rejected
A1052,63397,55549,62,3,Salaried,300,0.88,High,Rejected
A1053,29804,3497,31,4,SelfEmployed,300,0.12,High,Rejected
A1054,67978,18610,59,2,Salaried,423,0.27,High,Rejected
A1055,76058,62589,28,5,SelfEmployed,300,0.82,High,Rejected
A1056,91901,17654,56,1,Salaried,563,0.19,High,Rejected
A1057,23012,60630,45,1,Salaried,300,2.63,High,Rejected
A1058,69825,46242,64,2,Salaried,351,0.66,High,Rejected
A1059,94248,19375,70,0,Salaried,608,0.21,High,Rejected
A1060,84953,38838,64,3,SelfEmployed,375,0.46,High,Rejected
A1061,41351,41265,12,1,SelfEmployed,300,1.0,High,Rejected
A1062,22545,42754,32,1,SelfEmployed,300,1.9,High,Rejected
A1063,90941,26979,15,2,SelfEmployed,468,0.3,High,Rejected
A1064,65135,78429,29,0,Salaried,307,1.2,High,Rejected
A1065,29655,14818,26,0,Salaried,323,0.5,High,Rejected
A1066,82142,57195,47,1,SelfEmployed,398,0.7,High,Rejected
A1067,20463,62215,60,3,Salaried,300,3.04,High,Rejected
A1068,53962,71326,41,2,SelfEmployed,300,1.32,High,Rejected
A1069,88438,12320,14,1,SelfEmployed,531,0.14,High,Rejected
A1070,32399,36242,45,3,Salaried,300,1.12,High,Rejected
A1071,65667,68106,10,3,SelfEmployed,300,1.04,High,Rejected
A1072,62047,54603,68,3,SelfEmployed,300,0.88,High,Rejected
A1073,33133,44624,39,3,Salaried,300,1.35,High,Rejected
A1074,78731,38157,52,5,Salaried,300,0.48,High,Rejected
A1075,62001,21730,30,1,Salaried,426,0.35,High,Rejected
A1076,99587,28316,46,5,Salaried,411,0.28,High,Rejected
A1077,53770,78947,26,2,Salaried,300,1.47,High,Rejected
A1078,46832,48985,44,1,SelfEmployed,300,1.05,High,Rejected
A1079,31835,70658,62,5,Salaried,300,2.22,High,Rejected
A1080,44047,73471,62,4,SelfEmployed,300,1.67,High,Rejected
A1081,31529,864,43,5,Salaried,300,0.03,High,Rejected
A1082,39642,22702,28,4,SelfEmployed,300,0.57,High,Rejected
A1083,94717,12624,37,5,Salaried,424,0.13,High,Rejected
A1084,36545,29738,21,2,Salaried,300,0.81,High,Rejected
A1085,45611,52004,48,0,Salaried,300,1.14,High,Rejected
A1086,27874,60925,12,4,Salaried,300,2.19,High,Rejected
A1087,77163,75239,33,2,SelfEmployed,300,0.98,High,Rejected
A1088,31666,56509,44,4,Salaried,300,1.78,High,Rejected
A1089,39138,12576,18,2,SelfEmployed,300,0.32,High,Rejected
A1090,22345,50175,13,3,SelfEmployed,300,2.25,High,Rejected
A1091,85560,39324,67,4,SelfEmployed,337,0.46,High,Rejected
A1092,77043,9066,24,5,SelfEmployed,336,0.12,High,Rejected
A1093,27769,54119,60,5,SelfEmployed,300,1.95,High,Rejected
A1094,91929,11202,61,5,Salaried,417,0.12,High,Rejected
A1095,51358,6945,37,2,Salaried,392,0.14,High,Rejected
A1096,90325,38624,46,4,SelfEmployed,360,0.43,High,Rejected
A1097,29943,53968,36,0,SelfEmployed,300,1.8,High,Rejected
A1098,27674,1489,50,2,SelfEmployed,300,0.05,High,Rejected
A1099,35925,68518,41,4,Salaried,300,1.91,High,Rejected
A1100,82196,33268,16,0,Salaried,526,0.4,High,Rejected
A1101,26101,74830,21,2,SelfEmployed,300,2.87,High,Rejected
A1102,95707,15599,57,3,SelfEmployed,472,0.16,High,Rejected
A1103,20158,42745,41,3,Salaried,300,2.12,High,Rejected
A1104,71586,38659,16,3,Salaried,342,0.54,High,Rejected
A1105,29429,79451,65,1,Salaried,300,2.7,High,Rejected
A1106,42730,19950,31,3,SelfEmployed,300,0.47,High,Rejected
A1107,63509,34459,40,0,Salaried,433,0.54,High,Rejected
A1108,63348,19577,66,0,Salaried,479,0.31,High,Rejected
A1109,54429,72144,65,4,SelfEmployed,300,1.33,High,Rejected
A1110,24246,24722,29,4,SelfEmployed,300,1.02,High,Rejected
A1111,99706,53037,69,4,SelfEmployed,372,0.53,High,Rejected
A1112,74668,23483,65,2,Salaried,438,0.31,High,Rejected
A1113,26799,51513,60,5,SelfEmployed,300,1.92,High,Rejected
A1114,81969,66846,39,5,Salaried,300,0.82,High,Rejected
A1115,73369,64352,59,5,SelfEmployed,300,0.88,High,Rejected
A1116,80579,52598,36,2,Salaried,391,0.65,High,Rejected
A1117,87080,56524,70,4,SelfEmployed,304,0.65,High,Rejected
A1118,26468,21352,56,0,Salaried,300,0.81,High,Rejected
A1119,82882,13246,64,3,SelfEmployed,428,0.16,High,Rejected
A1120,67176,12322,46,1,Salaried,478,0.18,High,Rejected
A1121,69847,69592,55,5,Salaried,300,1.0,High,Rejected
A1122,56752,9204,66,5,Salaried,300,0.16,High,Rejected
A1123,65649,68747,35,0,SelfEmployed,310,1.05,High,Rejected
A1124,90671,59332,16,3,Salaried,386,0.65,High,Rejected
A1125,22148,72943,48,1,SelfEmployed,300,3.29,High,Rejected
A1126,63621,625,50,2,SelfEmployed,430,0.01,High,Rejected
A1127,70126,57442,37,1,Salaried,361,0.82,High,Rejected
A1128,72387,7868,66,2,SelfEmployed,441,0.11,High,Rejected
A1129,79106,70546,57,0,SelfEmployed,388,0.89,High,Rejected
A1130,53123,21394,36,2,SelfEmployed,315,0.4,High,Rejected
A1131,89750,75590,66,4,SelfEmployed,300,0.84,High,Rejected
A1132,57112,53534,11,4,Salaried,300,0.94,High,Rejected
A1133,80132,79030,64,0,Salaried,403,0.99,High,Rejected
A1134,38647,69383,48,5,Salaried,300,1.8,High,Rejected
A1135,49965,57053,66,1,Salaried,300,1.14,High,Rejected
A1136,24895,62366,33,0,Salaried,300,2.51,High,Rejected
A1137,21918,60643,35,0,Salaried,300,2.77,High,Rejected
A1138,73581,54842,11,0,Salaried,428,0.75,High,Rejected
A1139,62945,42299,28,5,SelfEmployed,300,0.67,High,Rejected
A1140,54044,43514,16,2,Salaried,300,0.81,High,Rejected
A1141,35592,61411,48,1,SelfEmployed,300,1.73,High,Rejected
A1142,90837,62003,39,4,SelfEmployed,311,0.68,High,Rejected
A1143,86140,17142,57,0,SelfEmployed,551,0.2,High,Rejected
A1144,88439,10530,57,3,SelfEmployed,455,0.12,High,Rejected
A1145,77411,17726,39,1,SelfEmployed,475,0.23,High,Rejected
A1146,81610,68497,19,1,Salaried,397,0.84,High,Rejected
A1147,67155,30831,53,0,SelfEmployed,433,0.46,High,Rejected
A1148,37675,44103,51,0,SelfEmployed,300,1.17,High,Rejected
A1149,79177,4725,35,4,Salaried,425,0.06,High,Rejected
A1150,96637,3106,44,0,Salaried,651,0.03,Medium,Approved
A1151,52415,64185,34,4,SelfEmployed,300,1.22,High,Rejected
A1152,30939,63922,17,3,SelfEmployed,300,2.07,High,Rejected
A1153,66946,43276,21,5,SelfEmployed,300,0.65,High,Rejected
A1154,39344,15826,62,0,Salaried,377,0.4,High,Rejected
A1155,26007,3113,45,1,SelfEmployed,317,0.12,High,Rejected
A1156,67168,55295,39,3,SelfEmployed,300,0.82,High,Rejected
A1157,93286,45298,64,5,Salaried,349,0.49,High,Rejected
A1158,75015,21002,63,3,SelfEmployed,376,0.28,High,Rejected
A1159,50831,66182,39,0,Salaried,300,1.3,High,Rejected
A1160,31891,7005,68,3,Salaried,300,0.22,High,Rejected
A1161,92871,2610,58,1,SelfEmployed,569,0.03,High,Rejected
A1162,20944,77027,51,1,Salaried,300,3.68,High,Rejected
A1163,61419,23830,49,1,SelfEmployed,387,0.39,High,Rejected
A1164,23816,21747,15,5,Salaried,300,0.91,High,Rejected
A1165,47509,4164,50,0,SelfEmployed,438,0.09,High,Rejected
A1166,61890,47926,66,1,Salaried,341,0.77,High,Rejected
A1167,69497,39753,55,1,Salaried,408,0.57,High,Rejected
A1168,92312,72900,67,3,SelfEmployed,335,0.79,High,Rejected
A1169,37656,24226,57,0,SelfEmployed,300,0.64,High,Rejected
A1170,31416,13905,36,0,Salaried,341,0.44,High,Rejected
A1171,21512,10784,38,5,SelfEmployed,300,0.5,High,Rejected
A1172,42690,54877,44,0,Salaried,300,1.29,High,Rejected
A1173,69019,26970,67,4,Salaried,323,0.39,High,Rejected
A1174,23048,74012,69,3,SelfEmployed,300,3.21,High,Rejected
A1175,27768,75741,41,3,Salaried,300,2.73,High,Rejected
A1176,93105,9054,16,2,SelfEmployed,516,0.1,High,Rejected
A1177,34701,79791,19,4,Salaried,300,2.3,High,Rejected
A1178,40227,62828,37,0,SelfEmployed,300,1.56,High,Rejected
A1179,68764,46915,59,1,SelfEmployed,354,0.68,High,Rejected
A1180,70594,79998,29,5,SelfEmployed,300,1.13,High,Rejected
A1181,74691,74026,63,1,Salaried,343,0.99,High,Rejected
A1182,36992,8914,61,5,SelfEmployed,300,0.24,High,Rejected
A1183,96705,57891,43,4,Salaried,378,0.6,High,Rejected
A1184,43199,21664,33,4,SelfEmployed,300,0.5,High,Rejected
A1185,40743,59378,45,5,Salaried,300,1.46,High,Rejected
A1186,26594,47201,53,5,Salaried,300,1.77,High,Rejected
A1187,88112,61479,48,3,Salaried,368,0.7,High,Rejected
A1188,59458,78454,63,1,SelfEmployed,300,1.32,High,Rejected
A1189,48326,35959,40,0,Salaried,340,0.74,High,Rejected
A1190,94258,30910,55,2,SelfEmployed,474,0.33,High,Rejected
A1191,63254,53368,48,2,Salaried,300,0.84,High,Rejected
A1192,24656,32343,46,4,SelfEmployed,300,1.31,High,Rejected
A1193,94948,46987,61,0,Salaried,553,0.49,High,Rejected
A1194,58430,53530,22,2,SelfEmployed,300,0.92,High,Rejected
A1195,27542,60348,67,3,Salaried,300,2.19,High,Rejected
A1196,45989,68955,23,0,SelfEmployed,300,1.5,High,Rejected
A1197,89739,45562,29,5,SelfEmployed,302,0.51,High,Rejected
A1198,40528,71011,65,2,Salaried,300,1.75,High,Rejected
A1199,43725,14264,63,3,SelfEmployed,300,0.33,High,Rejected
A1200,71851,75265,39,5,Salaried,300,1.05,High,Rejected
A1201,26543,71922,40,0,SelfEmployed,300,2.71,High,Rejected
A1202,80562,19817,20,3,Salaried,432,0.25,High,Rejected
A1203,75884,36859,41,4,Salaried,328,0.49,High,Rejected
A1204,71590,6425,47,3,SelfEmployed,402,0.09,High,Rejected
A1205,71605,4197,66,4,Salaried,398,0.06,High,Rejected
A1206,45203,71306,30,0,SelfEmployed,300,1.58,High,Rejected
A1207,56254,39883,27,2,SelfEmployed,300,0.71,High,Rejected
A1208,21339,45851,19,0,Salaried,300,2.15,High,Rejected
A1209,39412,39958,32,2,Salaried,300,1.01,High,Rejected
A1210,73435,14304,21,0,Salaried,538,0.19,High,Rejected
A1211,53350,46089,16,4,Salaried,300,0.86,High,Rejected
A1212,33193,26331,24,1,Salaried,300,0.79,High,Rejected
A1213,32553,52193,16,4,Salaried,300,1.6,High,Rejected
A1214,37251,51574,63,2,SelfEmployed,300,1.38,High,Rejected
A1215,62762,17184,64,3,SelfEmployed,334,0.27,High,Rejected
A1216,22088,29062,35,0,SelfEmployed,300,1.32,High,Rejected
A1217,69467,8218,63,1,Salaried,499,0.12,High,Rejected
A1218,84499,60587,39,0,SelfEmployed,442,0.72,High,Rejected
A1219,57960,33415,63,1,SelfEmployed,337,0.58,High,Rejected
A1220,65476,56050,46,5,Salaried,300,0.86,High,Rejected
A1221,72211,145,12,2,Salaried,492,0.0,High,Rejected
A1222,71216,68188,33,2,Salaried,300,0.96,High,Rejected
A1223,52423,47299,55,3,SelfEmployed,300,0.9,High,Rejected
A1224,88894,58513,44,1,Salaried,459,0.66,High,Rejected
A1225,93211,15687,16,3,SelfEmployed,462,0.17,High,Rejected
A1226,57636,53464,48,3,Salaried,300,0.93,High,Rejected
A1227,34472,65342,67,1,Salaried,300,1.9,High,Rejected
A1228,35594,30677,59,3,SelfEmployed,300,0.86,High,Rejected
A1229,65982,46334,21,5,SelfEmployed,300,0.7,High,Rejected
A1230,88299,45407,12,1,SelfEmployed,456,0.51,High,Rejected
A1231,52448,9964,45,3,Salaried,345,0.19,High,Rejected
A1232,20972,31712,33,3,Salaried,300,1.51,High,Rejected
A1233,76311,60185,24,1,SelfEmployed,359,0.79,High,Rejected
A1234,48136,79559,40,4,SelfEmployed,300,1.65,High,Rejected
A1235,59678,55105,49,3,SelfEmployed,300,0.92,High,Rejected
A1236,92006,57310,61,0,SelfEmployed,487,0.62,High,Rejected
A1237,78969,10680,10,3,SelfEmployed,419,0.14,High,Rejected
A1238,24915,55342,41,2,Salaried,300,2.22,High,Rejected
A1239,74402,57762,48,1,Salaried,385,0.78,High,Rejected
A1240,79080,15392,66,3,SelfEmployed,407,0.19,High,Rejected
A1241,40027,11443,43,4,Salaried,300,0.29,High,Rejected
A1242,56315,22837,62,3,Salaried,315,0.41,High,Rejected
A1243,49546,637,60,0,SelfEmployed,460,0.01,High,Rejected
A1244,68393,807,61,4,SelfEmployed,367,0.01,High,Rejected
